# #time, Ca, CaM, CaMCa2C, CaMCa2N, CaMCa4
0.000000000000000000e+00,4.999993833864931730e+03,9.999766262520905684e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,3.992600133112797266e+03,5.556163718763691577e+02,1.598545608666023270e+02,2.251690975087736319e+02,5.933659600034545889e+01
2.000000000000000000e+01,3.738648358439677395e+03,4.641760205773293819e+02,2.599297153149461792e+02,1.809987583219493104e+02,9.487213203786579641e+01
3.000000000000000000e+01,3.599163076797074154e+03,4.150240641889835160e+02,3.297830587407260055e+02,1.397066868515596525e+02,1.154628164708214939e+02
4.000000000000000000e+01,3.473847728527687650e+03,3.679754572857244739e+02,3.762781526215936765e+02,1.246511326425167709e+02,1.310718837022556613e+02
5.000000000000000000e+01,3.368901659482300602e+03,3.282332222780304392e+02,4.119243912635922698e+02,1.160163294932127656e+02,1.438026832172551508e+02
6.000000000000000000e+01,3.340118982317954305e+03,3.093030769122485708e+02,4.501167898085907382e+02,1.012928830976046584e+02,1.392638764336466295e+02
7.000000000000000000e+01,3.265505426899608665e+03,2.897087159195971822e+02,4.606335372340251411e+02,9.265807994830065297e+01,1.569762931501676633e+02
8.000000000000000000e+01,3.236058534108392905e+03,2.753173773374238067e+02,4.818884372938503589e+02,8.546241065721397945e+01,1.573084009636024234e+02
9.000000000000000000e+01,3.222774221571001817e+03,2.685645184642501704e+02,4.883091883535892066e+02,8.590522107512701666e+01,1.571976983591241606e+02
1.000000000000000000e+02,3.198862459003698859e+03,2.620330648000330598e+02,4.921837795103282360e+02,8.313765596317060158e+01,1.626221259785587563e+02
1.100000000000000000e+02,3.203954778809698837e+03,2.580477710388158243e+02,5.015935008909800104e+02,8.424468200795315909e+01,1.560906723143416173e+02
1.200000000000000000e+02,3.177828964152829485e+03,2.505199939342943765e+02,5.045824712118929369e+02,8.324835856764885023e+01,1.616258025382544474e+02
1.300000000000000000e+02,3.163216220361699925e+03,2.491915626805553075e+02,5.049145790253276687e+02,7.826674136612732013e+01,1.676037431800802722e+02
1.400000000000000000e+02,3.194655760033524984e+03,2.589333918746418703e+02,5.042503633984581484e+02,7.516706844073614491e+01,1.616258025382544474e+02
1.500000000000000000e+02,3.186685172511090514e+03,2.508521017477291366e+02,5.073500363238493946e+02,8.424468200795315909e+01,1.575298061725589207e+02
1.600000000000000000e+02,3.180928637078221072e+03,2.502985887253378507e+02,5.127744639432838767e+02,7.704901271686649977e+01,1.598545608666023270e+02
1.700000000000000000e+02,3.162552004734830462e+03,2.486380496581639932e+02,5.046931738163711998e+02,7.926306480643161478e+01,1.673823379711237749e+02
1.800000000000000000e+02,3.178935990197612682e+03,2.493022652850335419e+02,5.077928467417623892e+02,8.302695335869233872e+01,1.598545608666023270e+02
1.900000000000000000e+02,3.168308540167699903e+03,2.442099454790337631e+02,5.114460326895448361e+02,8.424468200795315909e+01,1.600759660755588527e+02
2.000000000000000000e+02,3.169194161003525551e+03,2.454276741282945693e+02,5.137707873835881855e+02,7.992728043330116350e+01,1.608508843069066359e+02
2.100000000000000000e+02,3.157238279719873844e+03,2.423280012029033799e+02,5.147671108238924944e+02,7.915236220195336614e+01,1.637291520233412996e+02
2.200000000000000000e+02,3.171629618302047675e+03,2.436564324566424489e+02,5.211878618836313990e+02,7.727041792582301127e+01,1.578619139859937093e+02
2.300000000000000000e+02,3.183142689167786102e+03,2.493022652850335419e+02,5.146564082194142884e+02,7.826674136612732013e+01,1.577512113815154464e+02
2.400000000000000000e+02,3.160559357854221616e+03,2.440992428745555003e+02,5.125530587343273510e+02,7.948447001538814050e+01,1.638398546278195624e+02
2.500000000000000000e+02,3.147939260943700447e+03,2.392283282775122188e+02,5.131065717567187221e+02,8.236273773182280422e+01,1.652789884860368943e+02
2.600000000000000000e+02,3.158788116182569865e+03,2.500771835163813535e+02,5.079035493462405952e+02,7.129247728399715811e+01,1.707034161054714616e+02
2.700000000000000000e+02,3.160116547436309247e+03,2.426601090163381400e+02,5.173132707268924833e+02,7.738112053030125992e+01,1.626221259785587563e+02
2.800000000000000000e+02,3.179600205824482146e+03,2.508521017477291366e+02,5.136600847791099795e+02,7.439215020938833334e+01,1.610722895158631616e+02
2.900000000000000000e+02,3.174507886018482168e+03,2.445420532924685233e+02,5.203022410478054098e+02,7.782393094821429713e+01,1.573084009636024234e+02
3.000000000000000000e+02,3.171629618302047675e+03,2.428815142252946941e+02,5.215199696970661307e+02,7.848814657508383164e+01,1.570869957546459261e+02
3.100000000000000000e+02,3.144396777600396490e+03,2.394497334864687161e+02,5.144350030104577627e+02,7.882025438851860599e+01,1.672716353666455120e+02
3.200000000000000000e+02,3.159230926600482690e+03,2.439885402700772090e+02,5.137707873835881855e+02,7.782393094821429713e+01,1.643933676502108483e+02
3.300000000000000000e+02,3.166758703705004336e+03,2.446527558969467577e+02,5.170918655179359575e+02,7.693831011238823692e+01,1.612936947248196589e+02
3.400000000000000000e+02,3.153695796376569888e+03,2.422172985984251454e+02,5.123316535253709390e+02,8.003798303777942635e+01,1.653896910905151572e+02
3.500000000000000000e+02,3.162994815152743740e+03,2.460918897551641180e+02,5.114460326895448361e+02,7.782393094821429713e+01,1.646147728591673740e+02
3.600000000000000000e+02,3.151924554704917682e+03,2.458704845462076207e+02,5.077928467417623892e+02,7.638479708999695106e+01,1.699284978741236785e+02
3.700000000000000000e+02,3.184471120421525029e+03,2.515163173745986853e+02,5.142135978015012370e+02,7.494566323177961920e+01,1.593010478442110411e+02
3.800000000000000000e+02,3.186242362093177235e+03,2.524019382104247313e+02,5.102283040402840015e+02,7.804533615717080863e+01,1.593010478442110411e+02
3.900000000000000000e+02,3.173179454764742786e+03,2.519591277925116799e+02,5.087891701820666981e+02,7.383863718699706169e+01,1.653896910905151572e+02
4.000000000000000000e+02,3.151260339078048219e+03,2.416637855760338311e+02,5.081249545551971210e+02,8.413397940347491044e+01,1.660539067173846774e+02
4.100000000000000000e+02,3.151260339078048219e+03,2.440992428745555003e+02,5.146564082194142884e+02,7.273161114221448997e+01,1.684893640159063182e+02
4.200000000000000000e+02,3.182478473540916639e+03,2.478631314268162100e+02,5.157634342641968033e+02,7.970587522434465200e+01,1.566441853367329031e+02
4.300000000000000000e+02,3.163880435988569388e+03,2.467561053820336383e+02,5.090105753910232238e+02,7.937376741090987764e+01,1.648361780681238713e+02
4.400000000000000000e+02,3.179157395406568867e+03,2.490808600760770446e+02,5.119995457119361504e+02,7.937376741090987764e+01,1.595224530531675384e+02
4.500000000000000000e+02,3.170522592257264932e+03,2.518484251880334455e+02,5.025898243312843192e+02,7.893095699299685464e+01,1.666074197397759633e+02
4.600000000000000000e+02,3.180707231869264888e+03,2.548373955089463720e+02,5.013720956820235415e+02,7.926306480643161478e+01,1.645040702546890827e+02
4.700000000000000000e+02,3.176279127690134374e+03,2.556123137402941552e+02,5.021470139133713246e+02,7.472425802282310769e+01,1.674930405756020093e+02
4.800000000000000000e+02,3.176943343317003837e+03,2.504092913298161136e+02,5.090105753910232238e+02,7.859884917956208028e+01,1.619579103516892076e+02
4.900000000000000000e+02,3.151260339078048219e+03,2.416637855760338311e+02,5.076821441372841264e+02,8.457678982138793344e+01,1.660539067173846774e+02
5.000000000000000000e+02,3.175172101645351631e+03,2.473096184044249242e+02,5.143243004059795567e+02,7.859884917956208028e+01,1.597438582621240641e+02
5.100000000000000000e+02,3.182257068331959999e+03,2.459811871506858267e+02,5.199701332343705644e+02,7.915236220195336614e+01,1.548729436650807827e+02
5.200000000000000000e+02,3.168087134958743718e+03,2.467561053820336383e+02,5.134386795701534538e+02,7.704901271686649977e+01,1.627328285830369907e+02
5.300000000000000000e+02,3.172072428719960953e+03,2.463132949641206153e+02,5.174239733313706893e+02,7.594198667208392806e+01,1.602973712845153500e+02
5.400000000000000000e+02,3.155688443257178733e+03,2.449848637103815179e+02,5.108925196671535218e+02,7.693831011238823692e+01,1.671609327621672492e+02
