# #time, Ca, CaM, CaMCa2C, CaMCa2N, CaMCa4
0.000000000000000000e+00,6.999725681160155091e+02,9.999766262520905684e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,5.403394124583697931e+02,9.215991822814850138e+02,2.988970320912924450e+01,4.704860690325899242e+01,1.439133858217333861e+00
2.000000000000000000e+01,4.960583706670672086e+02,9.002335796171814764e+02,5.302654754508483848e+01,4.450244700025909594e+01,2.214052089565129222e+00
3.000000000000000000e+01,4.586408903534165233e+02,8.829639733185734940e+02,7.239950332877972983e+01,4.095996365695489061e+01,3.653185947782463305e+00
4.000000000000000000e+01,4.413712840548084841e+02,8.752147910050956625e+02,8.668013930647481402e+01,3.354288915691170558e+01,4.538806783608514195e+00
5.000000000000000000e+01,4.119243912635922698e+02,8.597164263781396585e+02,1.021785039334307186e+02,3.431780738825950294e+01,3.763888552260719944e+00
6.000000000000000000e+01,3.875698182783758625e+02,8.487568685347922610e+02,1.115882253140825071e+02,3.464991520169427019e+01,4.981617201521540750e+00
7.000000000000000000e+01,3.722928588603764979e+02,8.410076862213143158e+02,1.219942701350386045e+02,3.210375529869437372e+01,4.870914597043284111e+00
8.000000000000000000e+01,3.647650817558550216e+02,8.373545002735319258e+02,1.288578316126905179e+02,2.878267716434667989e+01,4.981617201521540750e+00
9.000000000000000000e+01,3.488239067109860798e+02,8.294946153555755473e+02,1.329538279783859878e+02,3.243586311212914097e+01,5.092319805999797389e+00
1.000000000000000000e+02,3.479382858751600907e+02,8.284982919152712384e+02,1.383782555978205835e+02,2.856127195539016483e+01,4.538806783608514195e+00
1.100000000000000000e+02,3.441743973228993241e+02,8.259521320122714769e+02,1.405923076873856985e+02,2.955759539569447369e+01,3.874591156738975695e+00
1.200000000000000000e+02,3.326613264571606692e+02,8.213026226241846643e+02,1.447990066575594597e+02,2.889337976882493564e+01,4.981617201521540750e+00
1.300000000000000000e+02,3.302258691586390569e+02,8.196420835570107783e+02,1.501127316725157641e+02,2.568300423895549756e+01,4.538806783608514195e+00
1.400000000000000000e+02,3.266833858153348160e+02,8.175387340719239546e+02,1.512197577172983074e+02,2.701143549269457367e+01,4.206698970173745167e+00
1.500000000000000000e+02,3.151703149495961611e+02,8.128892246838371420e+02,1.557585645009068287e+02,2.601511205239026481e+01,5.313725014956309778e+00
1.600000000000000000e+02,3.151703149495961611e+02,8.131106298927937814e+02,1.564227801277763774e+02,2.490808600760770375e+01,5.535130223912823055e+00
1.700000000000000000e+02,3.122920472331614974e+02,8.103430647808372669e+02,1.587475348218197553e+02,2.667932767925980642e+01,4.206698970173745167e+00
1.800000000000000000e+02,3.107422107704658742e+02,8.102323621763589472e+02,1.589689400307762810e+02,2.590440944791201261e+01,4.870914597043284111e+00
1.900000000000000000e+02,3.085281586809007308e+02,8.099002543629242155e+02,1.620686129561674420e+02,2.236192610460780372e+01,5.645832828391079694e+00
2.000000000000000000e+02,3.063141065913356442e+02,8.087932283181417006e+02,1.630649363964717509e+02,2.247262870908606303e+01,5.645832828391079694e+00
2.100000000000000000e+02,3.001147607405532654e+02,8.044758267434897334e+02,1.656110962994716829e+02,2.546159902999898605e+01,4.428104179130258444e+00
2.200000000000000000e+02,3.036572440838575062e+02,8.069112840420112889e+02,1.648361780681238713e+02,2.313684433595560108e+01,5.092319805999797389e+00
2.300000000000000000e+02,3.063141065913356442e+02,8.080183100867939174e+02,1.636184494188630651e+02,2.346895214939037189e+01,4.870914597043284111e+00
2.400000000000000000e+02,3.027716232480314034e+02,8.063577710196200314e+02,1.638398546278195624e+02,2.479738340312944800e+01,4.981617201521540750e+00
2.500000000000000000e+02,3.001147607405532654e+02,8.052507449748374029e+02,1.658325015084281802e+02,2.369035735834687983e+01,5.203022410478053139e+00
2.600000000000000000e+02,2.992291399047272193e+02,8.037009085121418366e+02,1.686000666203845810e+02,2.357965475386862408e+01,4.095996365695489416e+00
2.700000000000000000e+02,2.963508721882925556e+02,8.032580980942287852e+02,1.681572562024715580e+02,2.346895214939037189e+01,5.092319805999797389e+00
2.800000000000000000e+02,2.881588794569015590e+02,7.989406965195768180e+02,1.720318473592105306e+02,2.413316777625990994e+01,4.870914597043284111e+00
2.900000000000000000e+02,2.983435190689011733e+02,8.039223137210983623e+02,1.709248213144279589e+02,2.036927922399918955e+01,4.760211992565028361e+00
3.000000000000000000e+02,2.992291399047272193e+02,8.049186371614026712e+02,1.661646093218629403e+02,2.357965475386862408e+01,5.313725014956309778e+00
3.100000000000000000e+02,3.029930284569879291e+02,8.073540944599243403e+02,1.653896910905151572e+02,2.136560266430349486e+01,5.867238037347592972e+00
3.200000000000000000e+02,2.979007086509881219e+02,8.043651241390114137e+02,1.658325015084281802e+02,2.435457298521641789e+01,5.424427619434566417e+00
3.300000000000000000e+02,2.959080617703795042e+02,8.019296668404897446e+02,1.699284978741236785e+02,2.413316777625990994e+01,3.985293761217232333e+00
3.400000000000000000e+02,2.948010357255969325e+02,8.019296668404897446e+02,1.668288249487324890e+02,2.667932767925980642e+01,4.538806783608514195e+00
3.500000000000000000e+02,3.016645972032488885e+02,8.070219866464896086e+02,1.639505572322978253e+02,2.280473652252083383e+01,6.199345850782362000e+00
3.600000000000000000e+02,3.069783222182051645e+02,8.080183100867939174e+02,1.629542337919935164e+02,2.446527558969468075e+01,4.538806783608514195e+00
3.700000000000000000e+02,3.078639430540312105e+02,8.090146335270982263e+02,1.629542337919935164e+02,2.291543912699908603e+01,5.092319805999797389e+00
3.800000000000000000e+02,3.085281586809007308e+02,8.085718231091851749e+02,1.619579103516892076e+02,2.512949121656421880e+01,4.317401574652001806e+00
3.900000000000000000e+02,3.065355118002921131e+02,8.082397152957503295e+02,1.619579103516892076e+02,2.479738340312944800e+01,4.981617201521540750e+00
4.000000000000000000e+02,3.043214597107270265e+02,8.079076074823155977e+02,1.626221259785587563e+02,2.369035735834687983e+01,5.756535432869335445e+00
4.100000000000000000e+02,3.085281586809007308e+02,8.083504179002286492e+02,1.641719624412543226e+02,2.335824954491211258e+01,4.095996365695489416e+00
4.200000000000000000e+02,3.109636159794224000e+02,8.101216595718808549e+02,1.643933676502108483e+02,2.081208964191221256e+01,4.649509388086770834e+00
4.300000000000000000e+02,3.078639430540312105e+02,8.093467413405329580e+02,1.608508843069066359e+02,2.435457298521641789e+01,5.424427619434566417e+00
4.400000000000000000e+02,3.116278316062919203e+02,8.093467413405329580e+02,1.612936947248196589e+02,2.579370684343375686e+01,3.542483343304206667e+00
4.500000000000000000e+02,3.071997274271616902e+02,8.081290126912722371e+02,1.605187764934718473e+02,2.679003028373806572e+01,4.538806783608514195e+00
4.600000000000000000e+02,3.067569170092486388e+02,8.082397152957503295e+02,1.616258025382544474e+02,2.524019382104247100e+01,4.870914597043284111e+00
4.700000000000000000e+02,3.034358388749009237e+02,8.073540944599243403e+02,1.618472077472109447e+02,2.512949121656421880e+01,5.645832828391079694e+00
4.800000000000000000e+02,2.932511992629013662e+02,8.021510720494463840e+02,1.657217989039499173e+02,2.656862507478155067e+01,5.535130223912823055e+00
4.900000000000000000e+02,3.032144336659444548e+02,8.062470684151417117e+02,1.651682858815586314e+02,2.391176256730339489e+01,4.649509388086770834e+00
5.000000000000000000e+02,2.994505451136836882e+02,8.041437189300550017e+02,1.664967171352977005e+02,2.490808600760770375e+01,4.428104179130258444e+00
5.100000000000000000e+02,3.063141065913356442e+02,8.082397152957503295e+02,1.629542337919935164e+02,2.369035735834687983e+01,5.092319805999797389e+00
5.200000000000000000e+02,2.936940096808144176e+02,8.019296668404897446e+02,1.661646093218629403e+02,2.679003028373806572e+01,5.092319805999797389e+00
5.300000000000000000e+02,3.063141065913356442e+02,8.090146335270982263e+02,1.607401817024283730e+02,2.435457298521641789e+01,5.867238037347592972e+00
5.400000000000000000e+02,3.025502180390748777e+02,8.066898788330547632e+02,1.642826650457325854e+02,2.357965475386862408e+01,5.424427619434566417e+00
5.500000000000000000e+02,3.052070805465530725e+02,8.075754996688808660e+02,1.638398546278195624e+02,2.357965475386862408e+01,4.981617201521540750e+00
5.600000000000000000e+02,3.065355118002921131e+02,8.072433918554460206e+02,1.637291520233412996e+02,2.501878861208595950e+01,3.985293761217232333e+00
5.700000000000000000e+02,3.012217867853358371e+02,8.046972319524461454e+02,1.659432041129064430e+02,2.524019382104247100e+01,4.095996365695489416e+00
5.800000000000000000e+02,2.998933555315967396e+02,8.055828527882722483e+02,1.633970442099065394e+02,2.535089642552072675e+01,5.645832828391079694e+00
5.900000000000000000e+02,2.970150878151620759e+02,8.029259902807940534e+02,1.684893640159063182e+02,2.413316777625990994e+01,4.428104179130258444e+00
6.000000000000000000e+02,2.910371471733362227e+02,8.001584251688377663e+02,1.689321744338193696e+02,2.623651726134677986e+01,4.649509388086770834e+00
6.100000000000000000e+02,2.998933555315967396e+02,8.042544215345330940e+02,1.691535796427758669e+02,2.225122350012954797e+01,4.317401574652001806e+00
6.200000000000000000e+02,2.983435190689011733e+02,8.037009085121418366e+02,1.671609327621672492e+02,2.457597819417293294e+01,4.538806783608514195e+00
6.300000000000000000e+02,3.054284857555095414e+02,8.074647970644026600e+02,1.627328285830369907e+02,2.501878861208595950e+01,4.760211992565028361e+00
6.400000000000000000e+02,3.001147607405532654e+02,8.049186371614026712e+02,1.626221259785587563e+02,2.756494851508585953e+01,4.870914597043284111e+00
6.500000000000000000e+02,2.983435190689011733e+02,8.044758267434897334e+02,1.637291520233412996e+02,2.645792247030329492e+01,5.313725014956309778e+00
6.600000000000000000e+02,3.089709690988137822e+02,8.095681465494894837e+02,1.617365051427326819e+02,2.357965475386862408e+01,5.092319805999797389e+00
6.700000000000000000e+02,3.052070805465530725e+02,8.069112840420112889e+02,1.605187764934718473e+02,2.822916414195539758e+01,4.317401574652001806e+00
6.800000000000000000e+02,3.147275045316831097e+02,8.116714960345763075e+02,1.593010478442110411e+02,2.468668079865118870e+01,4.317401574652001806e+00
6.900000000000000000e+02,3.071997274271616902e+02,8.090146335270982263e+02,1.606294790979501386e+02,2.490808600760770375e+01,5.424427619434566417e+00
7.000000000000000000e+02,3.069783222182051645e+02,8.085718231091851749e+02,1.612936947248196589e+02,2.501878861208595950e+01,5.092319805999797389e+00
7.100000000000000000e+02,3.098565899346398282e+02,8.102323621763589472e+02,1.608508843069066359e+02,2.357965475386862408e+01,5.313725014956309778e+00
7.200000000000000000e+02,3.029930284569879291e+02,8.068005814375330829e+02,1.618472077472109447e+02,2.601511205239026481e+01,5.313725014956309778e+00
7.300000000000000000e+02,3.007789763674227856e+02,8.049186371614026712e+02,1.636184494188630651e+02,2.690073288821631792e+01,4.538806783608514195e+00
7.400000000000000000e+02,3.047642701286400211e+02,8.056935553927504543e+02,1.679358509935150607e+02,2.302614173147734178e+01,3.321078134347693833e+00
