# #time, Ca, CaM, CaMCa2C, CaMCa2N, CaMCa4
0.000000000000000000e+00,1.999289036877311787e+02,9.999766262520905684e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,1.549836462695590455e+02,9.775039975430046297e+02,7.749182313477951389e+00,1.472344639560810897e+01,0.000000000000000000e+00
2.000000000000000000e+01,1.419207389411247675e+02,9.710832464832656115e+02,1.549836462695590278e+01,1.328431253739077533e+01,1.107026044782564583e-01
3.000000000000000000e+01,1.308504784932991356e+02,9.658802240727876551e+02,2.114419745534698336e+01,1.250939430604297975e+01,4.428104179130258333e-01
4.000000000000000000e+01,1.242083222246037479e+02,9.623377407294833574e+02,2.745424591060760378e+01,9.963234403043081500e+00,2.214052089565129167e-01
5.000000000000000000e+01,1.157949242842562683e+02,9.584631495727444417e+02,3.243586311212914097e+01,8.524100544825747861e+00,5.535130223912823055e-01
6.000000000000000000e+01,1.078243367618217974e+02,9.541457479980924745e+02,3.708537250021591802e+01,8.524100544825747861e+00,2.214052089565129167e-01
7.000000000000000000e+01,1.007393700752133725e+02,9.508246698637447025e+02,3.885661417186801714e+01,9.852531798564825749e+00,4.428104179130258333e-01
8.000000000000000000e+01,1.016249909110394327e+02,9.511567776771795479e+02,4.007434282112883750e+01,8.413397940347490334e+00,3.321078134347693611e-01
9.000000000000000000e+01,9.542564506025706805e+01,9.482785099607448274e+02,4.228839491069396672e+01,8.856208358260516889e+00,5.535130223912823055e-01
1.000000000000000000e+02,9.166175650799634411e+01,9.463965656846144157e+02,4.494525741817212605e+01,8.081290126912721306e+00,5.535130223912823055e-01
1.100000000000000000e+02,8.723365232886609988e+01,9.439611083860928602e+02,4.560947304504166766e+01,1.007393700752133725e+01,3.321078134347693611e-01
1.200000000000000000e+02,8.922629920947471760e+01,9.450681344308753751e+02,4.693790429878074377e+01,7.527777104521439888e+00,4.428104179130258333e-01
1.300000000000000000e+02,8.900489400051819189e+01,9.449574318263971691e+02,4.704860690325899242e+01,7.527777104521439888e+00,4.428104179130258333e-01
1.400000000000000000e+02,9.077613567217028390e+01,9.462858630801362096e+02,4.638439127638945081e+01,6.420751059738874389e+00,8.856208358260516667e-01
1.500000000000000000e+02,8.435538461243142194e+01,9.426326771323538196e+02,4.815563294804155703e+01,8.745505753782259362e+00,4.428104179130258333e-01
1.600000000000000000e+02,8.258414294077931572e+01,9.415256510875711911e+02,4.893055117938936149e+01,9.299018776173541667e+00,2.214052089565129167e-01
1.700000000000000000e+02,8.346976377660537594e+01,9.421898667144407682e+02,5.036968503760668625e+01,6.974264082130156694e+00,4.428104179130258333e-01
1.800000000000000000e+02,8.413397940347491044e+01,9.424112719233971802e+02,5.003757722417191900e+01,7.195669291086669972e+00,3.321078134347693611e-01
1.900000000000000000e+02,8.191992731390978122e+01,9.415256510875711911e+02,5.003757722417191900e+01,7.859884917956208916e+00,5.535130223912823055e-01
2.000000000000000000e+02,8.169852210495326972e+01,9.414149484830928714e+02,4.970546941073714464e+01,8.302695335869234583e+00,5.535130223912823055e-01
