# #time, Ca, CaM, CaMCa2C, CaMCa2N, CaMCa4
0.000000000000000000e+00,7.999370199598811269e+02,9.999766262520905684e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,6.059860569139758582e+02,9.049937916097464949e+02,3.387499697034647994e+01,5.911519079138894739e+01,1.992646880608616167e+00
2.000000000000000000e+01,5.594909630331081871e+02,8.837388915499212771e+02,5.966870381378022614e+01,5.258373712717182258e+01,3.985293761217232333e+00
3.000000000000000000e+01,5.169811629134576378e+02,8.627053966990525851e+02,8.435538461243142194e+01,4.870914597043283578e+01,4.206698970173745167e+00
4.000000000000000000e+01,4.970546941073715175e+02,8.526314596915312904e+02,1.002965596573003495e+02,4.295261053756350833e+01,4.095996365695489416e+00
5.000000000000000000e+01,4.678292065251118288e+02,8.412290914302708416e+02,1.111454148961694841e+02,4.029574803008534900e+01,7.306371895564926611e+00
6.000000000000000000e+01,4.487883585548516407e+02,8.292732101466191352e+02,1.254260508738645683e+02,4.040645063456361186e+01,4.870914597043284111e+00
7.000000000000000000e+01,4.408177710324171699e+02,8.256200241988366315e+02,1.352785826724293941e+02,3.387499697034647994e+01,5.203022410478053139e+00
8.000000000000000000e+01,4.222197334800700901e+02,8.176494366764021606e+02,1.429170623814290764e+02,3.287867353004217108e+01,6.531453664217131028e+00
9.000000000000000000e+01,4.056143428083316280e+02,8.111179830121851637e+02,1.483414900008636721e+02,3.221445790317262947e+01,8.302695335869234583e+00
1.000000000000000000e+02,3.983079709127667343e+02,8.060256632061852997e+02,1.552050514785155428e+02,3.188235008973785867e+01,6.863561477651900944e+00
1.100000000000000000e+02,3.918872198530278865e+02,8.019296668404897446e+02,1.611829921203413960e+02,3.088602664943355336e+01,5.977940641825848722e+00
1.200000000000000000e+02,3.797099333604196545e+02,7.967266444300117882e+02,1.646147728591673740e+02,3.177164748525960647e+01,6.863561477651900944e+00
1.300000000000000000e+02,3.735105875096373325e+02,7.945125923404466448e+02,1.666074197397759633e+02,3.110743185839006486e+01,7.749182313477951389e+00
1.400000000000000000e+02,3.781600968977240882e+02,7.957303209897074794e+02,1.705927135009931987e+02,2.701143549269457367e+01,6.642156268695387666e+00
1.500000000000000000e+02,3.735105875096373325e+02,7.929627558777509648e+02,1.751315202846017200e+02,2.568300423895549756e+01,6.199345850782362000e+00
1.600000000000000000e+02,3.613333010170291004e+02,7.883132464896641523e+02,1.755743307025147431e+02,2.845056935091191264e+01,7.638479708999695639e+00
1.700000000000000000e+02,3.602262749722465287e+02,7.869848152359251117e+02,1.787847062323841953e+02,2.734354330612934447e+01,6.863561477651900944e+00
1.800000000000000000e+02,3.619975166438986207e+02,7.867634100269686996e+02,1.803345426950797616e+02,2.712213809717283297e+01,5.756535432869335445e+00
1.900000000000000000e+02,3.562409812110292933e+02,7.849921683553164939e+02,1.785633010234276696e+02,2.955759539569447369e+01,6.863561477651900944e+00
2.000000000000000000e+02,3.549125499572902527e+02,7.856563839821860711e+02,1.803345426950797616e+02,2.579370684343375686e+01,8.191992731390978832e+00
2.100000000000000000e+02,3.445065051363340558e+02,7.801212537582732693e+02,1.824378921801666706e+02,2.955759539569447369e+01,7.859884917956208916e+00
2.200000000000000000e+02,3.540269291214641498e+02,7.832209266836645156e+02,1.833235130159926882e+02,2.723284070165108872e+01,6.199345850782362000e+00
2.300000000000000000e+02,3.564623864199857621e+02,7.859884917956208028e+02,1.811094609264275732e+02,2.512949121656421880e+01,7.749182313477951389e+00
2.400000000000000000e+02,3.509272561960730172e+02,7.810068745940992585e+02,1.838770260383839741e+02,2.955759539569447369e+01,5.535130223912823055e+00
2.500000000000000000e+02,3.564623864199857621e+02,7.856563839821860711e+02,1.808880557174710475e+02,2.601511205239026481e+01,7.417074500043182361e+00
2.600000000000000000e+02,3.593406541364204827e+02,7.858777891911425968e+02,1.805559479040362589e+02,2.734354330612934447e+01,6.199345850782362000e+00
2.700000000000000000e+02,3.637687583155507127e+02,7.875383282583164828e+02,1.809987583219493104e+02,2.579370684343375686e+01,5.645832828391079694e+00
2.800000000000000000e+02,3.624403270618116153e+02,7.867634100269686996e+02,1.794489218592537441e+02,2.822916414195539758e+01,5.535130223912823055e+00
2.900000000000000000e+02,3.648757843603333413e+02,7.879811386762294205e+02,1.760171411204277661e+02,3.044321623152052680e+01,5.535130223912823055e+00
3.000000000000000000e+02,3.633259478976377181e+02,7.893095699299684611e+02,1.746887098666886970e+02,2.833986674643365333e+01,7.638479708999695639e+00
3.100000000000000000e+02,3.573480072558118650e+02,7.846600605418817622e+02,1.767920593517755776e+02,3.254656571660739672e+01,5.977940641825848722e+00
3.200000000000000000e+02,3.666470260319853764e+02,7.899737855568380382e+02,1.755743307025147431e+02,2.778635372404237103e+01,6.642156268695387666e+00
3.300000000000000000e+02,3.615547062259856261e+02,7.852135735642731333e+02,1.805559479040362589e+02,2.977900060465098875e+01,4.428104179130258444e+00
3.400000000000000000e+02,3.562409812110292933e+02,7.844386553329252365e+02,1.791168140458189555e+02,3.011110841808575955e+01,6.310048455260617750e+00
3.500000000000000000e+02,3.553553603752032473e+02,7.841065475194905048e+02,1.806666505085145502e+02,2.878267716434667989e+01,6.420751059738874389e+00
3.600000000000000000e+02,3.593406541364204827e+02,7.865420048180121739e+02,1.786740036279059325e+02,2.789705632852062678e+01,6.863561477651900944e+00
3.700000000000000000e+02,3.577908176737248596e+02,7.851028709597948136e+02,1.787847062323841953e+02,2.988970320912924450e+01,6.199345850782362000e+00
3.800000000000000000e+02,3.628831374797247236e+02,7.866527074224903799e+02,1.786740036279059325e+02,2.944689279121621794e+01,5.203022410478053139e+00
3.900000000000000000e+02,3.533627134945946295e+02,7.824460084523166188e+02,1.818843791577753564e+02,2.988970320912924450e+01,5.756535432869335445e+00
4.000000000000000000e+02,3.535841187035511552e+02,7.836637371015774534e+02,1.834342156204709511e+02,2.601511205239026481e+01,6.863561477651900944e+00
4.100000000000000000e+02,3.586764385095509056e+02,7.854349787732295454e+02,1.838770260383839741e+02,2.457597819417293294e+01,6.088643246304104473e+00
4.200000000000000000e+02,3.442850999273775869e+02,7.790142277134906408e+02,1.854268625010795688e+02,2.867197455986842058e+01,6.863561477651900944e+00
4.300000000000000000e+02,3.557981707931162418e+02,7.838851423105339791e+02,1.866445911503404034e+02,2.346895214939037189e+01,5.977940641825848722e+00
4.400000000000000000e+02,3.507058509871164347e+02,7.821139006388818871e+02,1.853161598966013059e+02,2.579370684343375686e+01,6.752858873173643417e+00
4.500000000000000000e+02,3.515914718229425375e+02,7.832209266836645156e+02,1.827699999936014308e+02,2.656862507478155067e+01,7.417074500043182361e+00
4.600000000000000000e+02,3.544697395393771444e+02,7.856563839821860711e+02,1.783418958144711439e+02,2.756494851508585953e+01,8.413397940347490334e+00
4.700000000000000000e+02,3.653185947782463359e+02,7.880918412807077402e+02,1.786740036279059325e+02,2.778635372404237103e+01,5.424427619434566417e+00
4.800000000000000000e+02,3.593406541364204827e+02,7.874276256538381631e+02,1.741351968442974112e+02,3.066462144047703831e+01,7.749182313477951389e+00
4.900000000000000000e+02,3.591192489274639001e+02,7.851028709597948136e+02,1.794489218592537441e+02,2.988970320912924450e+01,5.535130223912823055e+00
5.000000000000000000e+02,3.604476801812029976e+02,7.860991944000991225e+02,1.805559479040362589e+02,2.745424591060760378e+01,5.867238037347592972e+00
5.100000000000000000e+02,3.557981707931162418e+02,7.847707631463600819e+02,1.795596244637319501e+02,2.878267716434667989e+01,6.863561477651900944e+00
